,text,anger,disgust,fear,joy,sadness,surprise
1586,ጠሚ አብይ አህመድ የወሰዳቸውን ድፍረት የተሞላባቸው እርምጃዎች በዚህ አጋጣሚ ሳላደንቅ ባልፍ ንፉግነት ነው የሚሆነው፣ ይህንኑ መግለፅ እፈልጋለው። አቶ ጌታቸው ረዳ (የትግራይ ክ,0,0,0,1,0,0
1587,ናቲ፣ በቴሌግራም በትዊተርም ፣ አረጋጊና ኒዩትራል አሳብህ አመሰግንሀለሁ። በልዩ ሀይል ጉዳይ የአማራ ሕዝብ ስጋት የመሰለኝ የወልቃይትና የራያ ነገርስ እንዴ,0,0,0,1,0,0
1588,እናመሠግናለን ጥሩ ትምህርት ነው,0,0,0,1,0,0
1592,እናት ስላላላችሁ ብቻ ፈጣሪን አመስግኑ ደስ ትላላላችሁ,0,0,0,1,0,0
1603,እግዚያብሄር ለኢትዮጵያ የሰጠው ድንቅ መሪ አሁንም ፈጣሪ ማስተዋል እና ጥበብ ይስጥህ የታመንከው አምላክ ደግሞ ይረዳሀል ኢትዮጵያ ትበለጽጋለች,0,0,0,1,0,0
1605,አለምነ አንተ ከድሮ ጀምሮ እየሰማውህ የኖርኩ ነኝበጣም ጀግና ጋዜጠኛ ነህ,0,0,0,1,0,0
1611,የአማራ ብልጽግና እውነት አምኖበት ከሆነ በጣም የሚገርም መግለጫ አውጥቶል ባለፈ ታሪክ ምርኮኞችና በነገው ተስፋችን ቁማርተኞች ሕልውናዋን የማታጣ ሀገር መገንባት ከሁላችንም የሚጠበቅ ሃላፊነት ነው ከመግለጫው የተወሰደ,0,0,0,1,0,1
1614,ሕንድ በጸሐይ ላይ የምታደርገውን ታሪካዊ ተልዕኮ በስኬት ጀመረች,0,0,0,1,0,0
1619,የክልል የዘር አክራሪ መሪዎች ሳይሆኑ ይሄ ልጅ ነው መሪ መሆን ያለበት ፡፡ MasterAbinet,0,0,0,1,0,0
1627,እሷ ጥሩ እየሰራች ነው ማለት ነው,0,0,0,1,0,0
1628,እንደ አንተ አይነቶች ናቸው ሰላም የሰጠን ጥላቻ አስተሳሰብ ነው መቼም እሱ አንተ የተሻለ አስተሳሰብ አለው እረጅም አድሜ ለጀዌ እንደሱ አይነት ሰውችን ያብዛልን,1,0,0,1,0,0
1633,እንደዚህ አይነት ፍቅር የሆነች ሚስት ይስጣቹህ,0,0,0,1,0,0
1643,በአንተስ ቁስል ተፈወስኩኝ ጌታ በፍቅርህ ተማረኩኝ ሞቴን ሽረኸው በአንተ ሞት ይኸው አቆምከኝ በሰው ፊት,0,0,0,1,0,0
1645,ግን ምንም ትሁን የምትወደዉን ሰዉ እደማገኘት ደስ የሚል ነገር የል የምር,0,0,0,1,0,0
1652,እሸቱመለሰ ላይ የሚታየው ቅንነት ልዩ የሆነ ትጋት፤ የማድረግ መተማመን የማስተባበር አቅም በጣም የሚገርም ነው! ከሱ ጋር ተባብራችሁ ፈንድ ያሰባሰባችሁ እና ለመቀዶንያ ድጋፍ ያደረ,0,0,0,1,0,1
1657,ጀግኖች በተለይም ሀብትሽ እናመሰግናለን,0,0,0,1,0,0
1664,ክብር ምስጋናና ሞገስ የማይተካ ህይወቱ እየሰዋ እኛ እንድንኖር ዋስትና ለሆነንና በአብያችን ለሚመራው ጀግናው ሠራዊታችን ይሁን ሞት ለፀረ ኢትዮጵያና ኢትዮጵያዊነት አቋም ላላቸውና አፍራሾች,0,1,0,1,0,0
1665,ፈጣሪ የባረከው ቤተሠብ ጥሩ ልጅ ማሠደግ ትርፉ ይሔ ነው ባረከልሽ,0,0,0,1,0,0
1670,መርት በስተመጨረሻ ደስተኛ ሆነ ተመስገን ነዉ ከፈተና ቡሀላ ደስታ አላ በሂወታችሁ ቡዙ ፈተና የተፈተናችሁ ተስፋ አትቁረጡ,0,0,0,1,0,0
1672,እሺ ምን አባት ላድርግህ በእውነት በጣም የምትገርዠም ሰው ነህ ኢትዮጵያ ታመሰግንሃለች በአብቹዬ በረታልኝ በእውነት ሰው አልተረዳውም እንጂ አንተእኮ የኢትዮጵያን እድገት ከፍ እያደረካት ነው መልካም ለኢትዮጵያ በልፅግና ይሁንልን አሜን,0,0,0,1,0,0
1678,ወደ ነበረበት ተመለሰ ደስ ይላል። መንግሥት ግን ይኼንን ነገር ሲጀመር ሽምግልና ብሎ መጠበቅ ሳይሆን የተለዩትን ጥበቃ በማድረግና በመነጠል ሕጋዊ እንዲሆኑ ካ,0,0,0,1,0,0
1681,እኛ ነን የሄድንባቸው እንጂ እነርሱ አልመጡብነም እህቴ ግን የአሽባሪ መድሓኒት ናት,0,0,0,1,0,0
1684,በእንግድነት ሀገር ስራህ መዝሙር ሆነኝ? የልቤ ደስታ የልቤ ደስታ ነህ,0,0,0,1,0,0
1687,እኔን የሚያስቀኝ ጉልሩና ጉልፈም ለብሽሽቅ የሚስቋት ሳቅ  እየተቃጠሉ ይስቃሉ ወይኔ,0,0,0,1,0,0
1688,አብቹ አላህ ይጠብቅህ ጥራት ያለዉ ህይወት ለመላዉ ኢትዮጵያውያን ይገባቸዋል ብለህ ስለምታምን ነዉ እሄ በአጋጣሚ የመጣ ስብእና ሊሆን አይችልም እንደ አቶ ዮናስ ያሉ ቅን ኢትዮጵያዉያንን በማስተባበር በዜጎች ህይወት ላይ እንዲህ ትርጉም ባለዉ መል አዎንታዊ ተፅእኖ ማምጣትህ በሃገሬ ነጌ ላይ ያለኝን ተስፋ ያለመልመዋል,0,0,0,1,0,0
1689,ጃዋር በጣም በሳል ሀሳብ ነው ሀሳብህ ደረጄ ኃይሌ የተረጋጋ ጋዜጠኛ ሰውን ግን እንደ መከራ የሚያብስለው ነገር የለም,0,0,0,1,0,0
1706,የሴቷ ጥላሁን ድንቅ ነው ትልቅ ውጤት እንጠብቃለንሪታ,0,0,0,1,0,0
1722,በጣም ነው ደስ የሚለው ወንድሜ ዘመንህ በቤቱ ይለቅ እግዚአብሔር ይመስገን ስለሁሉም ነገር❤,0,0,0,1,0,0
1725,ያለን ሠላማዊ የሆነ ድንቅ ጥበብ ነው አካባቢውን አውቃለሁ ይቻላል,0,0,0,1,0,0
1734,አቢቹን መደገፍ ሀገርን መደገፍ ነዉ ሀገር ስትደገፍ ህዝብ ይቆማል ህዝብ ሲቆም መራመድ ይችላል ህዝብ መራመድ ከጀመረ አድጓል ማለት ነዉ መልካም እለተ ከሚስ አቢቹ,0,0,0,1,0,0
1743,እንካን ደስ አላቹ ያለም ያርገው ልጆቻም ተባረኩ,0,0,0,1,0,0
1745,ከፍለኽባታል። መልበስ አደለም ብትሸከማትም አትጠግባትም። ዋጋ የተከፈለባት አገር ላይ ዋጋ የከፈለ ጀነራል ምስል ነው። ከኔ የቀኑ ምርጥ እይታየ ነው።,0,0,0,1,0,0
1746,ጀግና መሪ ስላለን እግዚያብሄር ይመስገን አዳነች አበቤ ጀግኒት ነሽ በርቱ,0,0,0,1,0,0
1759,ትልቅ መልዕክት ነው እኔም ለሀገሬ ቢሆን ደስ የሚለኝ ይሄው ነው,0,0,0,1,0,0
1765,አቢቹ አባ ቢያ አባ መላ ይምራ ከባንዳዎች እና ከዘረኞች መንደር ቢፈለግ አንድ የለም የሚጠቅም ለሀገር እውቀት አይገኝም ትውልድ የሚያቀና ልክ እንደ ባዶ ቤት አቧራ ነው ኦና ክፋት ምቀኝነት አዕምሮው ካጨቀ በገዛ ተንኮሉ ሁሌም ከወደቀ ቆሮቆር ፎሮፎር ካፈራ ጭንቅላት ምን ሊጠበቅ ጥሩ ምን ሊጠበቅ እውቀት ፉከራ ቀረርቶ ሁሌ ባዶ ጩኸት ዘረኛ እና ሌቦች ኢትዮጵያን ሲዘርፏት ሁልግዜ ሲተጉ በታትነው ሊያፈርሷት አምላክ ተመልክቶ የህዝቡን ዕንግልት,0,1,0,1,0,0
1768,አሜን አሜን እሺ መልካም ቀን ለሁላችንም,0,0,0,1,0,0
1769,ፊልሙ በጣም ጥሩ ነው ግን ትንሽ ፕሮፌሽንነት ይጎለዋል እንደምሳሌ እነዚህ የሴት መርማሪዎች የሆነ የህጻናት ስብስብ ናቸው የሚያነሱት ሀሳብ ሁሉ ወንጀለኛ የሚመረምሩ ሳይሆን ህጻን ልጅ በከረሜላ የሚያታልሉ አይነት ስለዚህ ጉዳዩ ጠጠር ያለ ስለሆነ ወይ እነሱን በአዋቂ ቀይሩ ወይ ጠና ባለ ሰው እንዲመሩ አድርጉ እንጂ በነሱ የተነሳ የፊልሙ ጥራት ይቀንሳል ሌላው የኤልዳ የፍቅር ጉዳይ ነው በትክክል ድራማ ላይ እንዳለች ያስታውቃል እውነተኛውን አለ,0,0,0,1,0,0
1770,በራሱ የሚተማመን የተማረ መልካም ሰው፣በሰላማዊ ሰልፍ የሚወክለውን መንግስት የሚቃወሙ ሰልፈኞችን እንዲህ በጨዋነት ጥያቄያቸውን ተቀብሎ ያስተ,0,0,0,1,0,0
1796,አለምነህ አንተ አንጋፋ ጋዜጠኛ ነህ እንደዚህ ለአንተ የሚመኑ ትንታኔ ነዉ ማቅረብ ያለብህ ከወገንተኝነት የፃዳ ማለቴ ነዉ ለምሳሌ ሐማስን ወይም የእስራኤል መንግስት የሚደግፍ ሰዉ ጤነኛ አይደለም ሁለቱም ምስኪኑን የእስራኤልና የፍልስጤም ህዝብ የሚገድሉ ናቸዉ በሰዉ ሞት የሚደሰት በምን እንደ መገልፀዉ አላቅም እንጃ አንተ ግን በተቻለህ በጠን ያለ ሀጥያታቸዉ በአለም ላይ ስለ ሚሰቃዩ ህፃናትና ሴቶች እና ህዝቦች በእኩል እይና ድምፅ እንድትሆናቸ,0,0,0,1,0,0
1829,እውነት ነው ለአንቺም መልካም ቀን?,0,0,0,1,0,0
1831,ጁጁ እሚባል ሰው ጉልፈምን ምስ ምሷን ሲነግራት ደስ ሲል,0,0,0,1,0,0
1834,የአባቶቻችንን የአመራር ብስለት ስክነትና ትእግስት በተለይም በዚህ ጉዳይ ላይ የጠቅላይ ሚኒስቴሩን የተመዛዘነ የህሊና ዳኝነት ሳላደንቅ ማለፍ አልፈልግም,0,0,0,1,0,0
1838,ጥሩ ነጥቦችን አንስቷል  ፈራ እያለ ነው የሚናገረው  ምን ያድርግ ቢናገር ያው እስር ቤት ነው,0,0,0,1,0,0
1852,እውነት እግዚአብሔር እንዴት እንደሚሰማኝ ከአእምሮዬ በላይ ነው ገና እየነገርኩት ይመልስልኛል ለሱ ምስጋና ያንስብኛል?,0,0,0,1,0,0
1853,አላህ አንተንም ዘር ማንዘርህን ይጠብቅ አኛ ምን ታመጣለህ ብለን አንደምንጠባቡቀው ያአኺ ጭንቀታችንን ስለተጋራህን ከዱኒያም ከኣኺራ ጭንቅ ይጠብቅህ አ ወንድሜ አህመድ ያአላህ ስማኝ,0,0,0,1,0,0
1857,በጉልፈም ውረደት ማነው ደስ ያለው ይቺ ሌባ ውሸታም,0,1,0,1,0,0
1871,ይሄንን ፎቶ አነሳስ ሳላደንቅ አላልፍም,0,0,0,1,0,0
1872,ሚኮ እንኳን ጌታ እረዳህ እኔ በጣም ነው ደስ ያለኝ,0,0,0,1,0,0
1881,ማነዉ ዛሬ ጉልፈም በመዋረዷ ደስ ያለዉ እስኪ,0,0,0,1,0,0
1892,ኃይሌም ዝማሬዬም እግዚአብሔር ነው፥ እርሱም መድኃኒት ሆነልኝ። መዝሙረ ዳዊት መልካም ቀን!,0,0,0,1,0,0
1899,ይሄ ፕራንክ ተመቸኝ ምርጥ ትምህርት ነው ያስተማረኝ ምግጠን ስንያዝ አረ ውዴ ፕራንክ ነው እላታለው,0,0,0,1,0,0
1903,ማህበረ ቅዱሳን የእኛን ቅሬታ የተሰማንን ውስጣዊ ስሜታችንን በልመናው ዙርያ ጥሩ ውይይት ተካሂድዋል ብዙ ክፍተት ያለበት ነገር ነው በቤተክርስትያን በር ላይ ወይም ውስጥም ቦታ ተሰጥቶዋቸው ቢካሄድ የተሻለ ነው ገጠር ላሉት ቤተክርስትያን በማዕከል ቢሰበሰብ ገፅታችንን የሚያጠፋ ነገር ነው እንደቀላል የሚታይ ነገር አይደለም,0,0,0,1,0,0
1911,እኛንም ወላዲተ አምላክ ለደጇ ታብቃን እሙዬ ባለ መዕተቧ💚🙏,0,0,0,1,0,0
1914,በ ነጠላ የነበረውን ፕራንክ መንገድ ዳር ኣሁን በ ጅምላ ታድለከዋል መድረክ ላይ ይመችሽ ጩሌዉ :::,0,1,0,1,0,0
1922,እውነት የመርዳት አቅሙ ያላች ደጋግ ሰወች እንዳላችሁ በየ ጊዜው እንመለከታለን ለምታደርግትም መልካም ስራ ሳለመሰግናችሁ አላልፍም እስከዛሬ ጉዳት ካስተናገዱት ወገኖቻችን የዚች ወጣት ልጅ ያሳለፈችው ግፍ እጅግ ልብ የሚነካ ነው መቸም የሰው ልጅ በዚች ልጅ ያለፈውን ግፍ በኔ ልጅ ቢሆንስ ብሎ እንደሚያስብ አያጠራጥርም ስሜቱ ምን ያክል ልብ እንደሚነካ እጅግ አማል አቅም ያላችሁ ባለሀብቶች የአንዱ ማግኘት ለሌላኛው ምሶሶሶ ነው እና የስከዛ,0,0,0,1,1,0
1928,ኧረ እኛም ምግብ እንሰራለን ፍቅር ብቻ አይደለም ! ለማንኛውም መልካም ባአል,0,0,0,1,0,0
1938,ሣምሪሥዎድሽ የእውነት ምርጥ ነሽ,0,0,0,1,0,0
1946,ሰው መሆን ከእምነት ይቀድማል። ምርጥ ሰው ነሽ እምነትሸን ማንም ካንቺ አይወስደውም። ጥልቅ አስተሳሰብሽን ሳላደንቅ አላልፍም።ከታላቅ ምስጋና ጋር።,0,0,0,1,0,0
1957,አንድ ነገር አላሰተዋላችሁም በህግ አምላክ አዘጋጆች ከመቼ ወዲህ ነዉ እስር ቤት ዉስጥ ድኝጋይ እንጨት በረት የሚገባዉ  ከእወነታ የራቀ አለማስተዋል ብየዋለሁ ድራማዉ በጣም አሪፍ ነዉ ግን እየተስተዋለ,1,0,0,1,0,0
1962,አቢቹ አባ ቢያ አባ መላ ይምራ በምስራቅ አፍሪካ በቢሾፍቱ ሰማይ አለም ተደነቀ ያልገመተውን ሲያይ በዕለተ ቅዳሜ ጠላት ተሸበረ ኤትዮጵያዬን ሊያፈርስ አብሮ የመከረ ጉድ ፈላብህ ጠላት ሀገሬን ብትደፍር ጀግኖች ፓይለቶቿ አያውቁም ድርድር ይደባልቁሀል ከትቢያው ከአፈር ፈርሶ የነበረው የአየር ሀይላችን በትንታጉ መሪ ዳግም ነፍስ ዘራልን ሰማዩ የኛ ነው የሚል መርህ ይዘው ጀግና አብራሪዎቿ ባንዲራዋን ይዘው አረንጓዴ ቢጫ ቀይ ቀለም በትነው የአየር,0,0,0,1,0,0
1968,የእምግሬሽን ችግር እየተቀረፈ ነው አሪፍ ነው ጥሩ ሲሰሩ ማበረታታት ደግሞ አስፈላጊ ነው,0,0,0,1,0,0
1970,በርችልኝ አፀድዪ ለሰለሰ ያሉ ሙዚቃወችን ተጫወች እሺ መልካም እድል አፀዱዪዪ,0,0,0,1,0,0
1986,ኢትዮጵያዊት ተፈጥሮአዊ ህግጋት መሻራቸው ትክክል ከስህተት እምነት ከክህደት ክፋት ከደግነት መገለባበጡ እቺን ልጅ መስማት በቂ ነው በራስ መተማመንዋን ግን ሳላደንቅ አላልፍም።,0,0,0,1,0,0
1996,በጣም የሚገርም የማስታወስ ችሎታ አንደበተ ርቱእ እባክህኤነዚህንና ሌሎችንም ከትበህ ለትውልድ እንዲቀመጥ አድርግልን አድርገህው ከሆነ ይቅርታ በቃል ያለ ይረሳል የተፃፈ ይወረሳልና አመሰግናለሁ,0,0,0,1,0,1
2005,ከሀቁ በላይ የሳምሶን የሚገርም ሰብዕና,0,0,0,1,0,1
2009,ሁለቱን ክፍሎች ተከታትያለሁ በዝህ ልክ ጀዋሪም ደረጄም መመስገን አለባቸው በራሴ እሣቤ አገራችን ወደሠላም የሚትመለስበት ቀን ሩቅ እንደማይሆን ጭላጭል አሣይቶኛል  ስለዝህም እኔም እንደ ጀዋር ሁሉም የመንግስት ባለስልጣናት ባለሀብቶች ሊህቃንዲያስፖራዎች ነጋዴውየሀይማኖት ተቋማት አባቶች እና ሁሉም ዜጋ መስከን አለበት የተባለው ትክክል ነው ችግሮችን ባዬን ቁጥር ጋዝ ከመስጠት ውሀ ማቀበል መቻል አለብን አሁን አገራችን ያለችበትን ቀውስ ከዬት ወ,0,0,0,1,0,0
2016,መዳን ይሆን ዘንድ እየሱስ ክርስቶስ እንኳን ተወለደልን! መልካም በዓል ለሀገሬ ክርስቲያን ሕዝብ በሙሉ። የነፍሴ ፍሰሐ አንቺ ላሊበላ ሁሌ የማገኝሽ ዘመን እስኪመጣ ናፍቃለሁ። የልቤን ሙዪልኝ! Ethiopia ?,0,0,0,1,0,0
2022,ጠላት ብዙ ሊያወራ ይችላል ማንንም እንዳትሰሙ ያኔ ማህበረ ቅዱሳን ሲመሰረት ጠላቶቹ ከዚሁ ከቤተክርስትያን የወጡ ነበር ማህበረ ቅዱሳንን ፓትርያርኩ ሳይቀር ነበር ሲቃወሙ የነበሩት ግን ዛሬ ማህበረ ቅዱሳን እንቁ ማህበራችን ነው ይህ ማህበር ደግሞ ከማህበረ ቅዱሳንም በላይ ይሰራል ጠላት በአናቱ ይተከላል ቤተክርስትያናችን በእናንተ ዳግም አብባ ትታያለች,0,0,0,1,0,0
2028,የባባባ ሳቅ ድምፅ ይሰማኛል 😥😥😥,0,0,0,1,0,0
2036,የመጅሊስ መሪዎቻችን በጥቅምና ቀኖና ልዩነት ደጋፊዎቻቸውን ጦር ሊያማዙ ጫፍ በደረሱበት በዚያ አስፈሪ ወቅት ብላቴናው ብልሁ ጥበበኛው ከአሏህ የመምራት የማስታረቅ ጥበብን የተቸረው አብ,0,0,0,1,0,0
2051,ለዚያች የተንገላታች ሀገር በተግባር የምታሳየው የሚገርም ነው ስድቡን ዛቻውን ተቋቁመህ ሳይቸግርህ ፈጣሪ ይጠብቅህ ህገ መንግስቱን መቼስ አልቻልክም በርታ,0,0,0,1,0,0
2052,እግዚአብሔር ይመስገን አትሌቶቻችን አመርቂ ውጤቶችን እያስገኙ ናቸው! በጣም እንኮራባቸዋል! በውድ መሪያችን ዶር አብይ የአመራር ዘመን ብዙ ድንቅ ውጤቶች,0,0,0,1,0,0
